-3.691219999999999918e-02 1.275119999999999865e-01 2.767570000000000013e-03
-4.577069999999999750e-02 1.303269999999999984e-01 3.067850000000000004e-03
-7.088469999999999493e-02 1.498339999999999950e-01 3.886719999999999758e-02
-3.315569999999999889e-03 1.304029999999999911e-01 2.122080000000000147e-02
-2.119789999999999869e-02 1.272000000000000075e-01 9.152779999999999250e-03
-2.652550000000000047e-02 1.259200000000000041e-01 8.748660000000000117e-03
3.392610000000000070e-02 1.120379999999999987e-01 2.696720000000000020e-02
3.764850000000000141e-02 1.104549999999999976e-01 1.454809999999999957e-02
-2.593679999999999944e-02 1.111179999999999946e-01 3.791150000000000075e-02
2.795200000000000115e-02 1.209390000000000048e-01 2.153769999999999990e-02
-6.283080000000000609e-02 1.559869999999999868e-01 -1.501049999999999954e-02
3.900290000000000007e-02 1.067110000000000003e-01 2.152019999999999975e-02
4.479759999999999992e-02 9.504769999999999885e-02 8.664710000000000814e-03
-3.306359999999999855e-02 1.736189999999999956e-01 -3.126700000000000052e-03
-8.080690000000000095e-02 1.362430000000000030e-01 4.950140000000000096e-02
-7.050860000000000460e-02 1.244500000000000051e-01 5.266850000000000004e-02
8.748729999999999701e-03 1.312250000000000083e-01 1.453450000000000054e-02
4.010149999999999826e-02 1.067110000000000003e-01 8.741660000000000055e-03
3.794829999999999731e-02 1.001449999999999979e-01 -8.271340000000000289e-03
-9.065380000000000660e-02 1.372009999999999896e-01 2.073049999999999893e-02
-8.416550000000000420e-02 1.106670000000000015e-01 2.752730000000000107e-02
-7.052139999999999798e-02 1.562139999999999918e-01 1.445360000000000048e-02
-8.387200000000000211e-02 1.521200000000000052e-01 2.826520000000000074e-02
3.050279999999999832e-03 1.243200000000000000e-01 3.324250000000000121e-02
8.708280000000000534e-03 1.241649999999999976e-01 3.303480000000000305e-02
-3.288959999999999800e-02 1.261299999999999921e-01 3.006529999999999880e-03
-5.063020000000000020e-02 1.430649999999999977e-01 1.506109999999999914e-02
-7.578630000000000089e-02 1.363699999999999912e-01 5.017200000000000132e-02
-2.719099999999999902e-03 1.289619999999999933e-01 2.646779999999999966e-02
-4.609610000000000096e-02 1.251180000000000070e-01 2.631419999999999940e-02
-7.851039999999999408e-02 9.427280000000000382e-02 -1.091920000000000043e-02
2.169149999999999898e-02 1.253730000000000122e-01 2.114519999999999941e-02
-8.884690000000000643e-02 1.243049999999999988e-01 2.370409999999999878e-03
4.038599999999999829e-02 1.008249999999999980e-01 -3.030430000000000190e-03
-8.841449999999999310e-02 1.177910000000000068e-01 2.685550000000000090e-03
-3.190740000000000243e-02 1.774209999999999954e-01 -4.918790000000000141e-03
-7.658249999999999780e-02 1.432239999999999902e-01 4.551480000000000109e-02
-2.097479999999999831e-02 1.125440000000000051e-01 3.886130000000000140e-02
